,date,title,text
140,2024-11-22 11:00:00,Target takes a Q3 beating from supply chain disruptions,"Listen to the article 3 min This audio is auto-generated. Please let us know if you have feedback

Dive Brief:

Target endured higher than expected supply chain costs in Q3, partially contributing to its disappointing financial performance during the quarter, Chair and CEO Brian Cornell said on a Nov. 20 earnings call.

The big box retailer experienced 90 basis points of pressure from digital fulfillment and supply chain expenses in the quarter, leading to a 20-basis point reduction in gross margin rate year over year, CFO Jim Lee told analysts.

“While we weren't pleased with this cost pressure, we are confident we took the right steps to safeguard our reliability as our team's decisive actions protected Q3 in stocks while supporting our Q4 merchandising plans,” Cornell said.

Dive Insight:

Target said it faced unique challenges in its supply chain due to the strike at East Coast and Gulf Coast ports in October, as well as volatility in receipt timing at some ports in Asia, executives told analysts during the earnings call.

The retailer was proactive in mitigating the impact of a three-day strike from the International Longshoremen’s Association by routing select shipments to West Coast ports ahead of the busy holiday season, COO Michael Fiddelke said on the call. But the strategy “came at a cost” as the company reported a 3% YoY increase in inventory during the quarter.

“Thankfully, the strike was short-lived,” Fiddelke added. “We'll continue to watch the situation closely in the lead up to continued negotiations in January.”

The impact of Hurricane Helene and Hurricane Milton also added turbulence to the retailer’s operations.

In the case of the storms, Target closed some supply chain facilities in the affected regions ahead of time but reopened them within 24 hours, per Fiddelke.

Despite softer Q3 sales, there were some bright spots. The retailer cut its average shipping time across its network by a day compared to last year in Q3 thanks to its growing sortation center network, Fiddelke.

“We've also implemented changes to reduce split shipments, driving an increase in units fulfilled per package, eliminating a source of friction for our guests and reducing last-mile delivery costs as well,” Fiddelke said.

Target’s 11 sortation centers — a centerpiece of its holiday fulfillment strategy — handled 25% more packages year over year during Q3.

“Altogether, our sortation centers have saved the company tens of millions of dollars in last-mile delivery costs so far this year when compared to other fulfillment options,” Fiddelke said."
141,NaN,Snow brings day of disruption across Devon,"Snow brings day of disruption across Devon

BBC Snow fell up to 7.8in (20cm) deep in Devon

Snow has led to a day of disruption in Devon, with some roads closed, more than 130 schools shut and thousands of homes without power. Falling temperatures are expected to bring icy patches on the roads and police have warned drivers to only venture out if ""absolutely necessary"". Snow fell around the region up to 7.8in (20cm) deep on Dartmoor according to forecasters, who said more fell than predicted. Traffic ground to a halt on several roads with a warning from police about abandoned cars.

Snow brings tricky driving conditions in Honiton

Devon County Council said 133 schools had closed or were partially closed. More than 3,700 homes were without power, according to National Grid. Sidmouth, Moretonhampstead, Crediton, Honiton, and Exeter were among the places affected. National Grid said it was aware of the power cuts and was working on restoring supplies. Gritters have been out in force across the county and will be again before rush hour tomorrow as snow turns to ice, said Devon County Council. The Met Office has issued a yellow warning for ice until 10:00 GMT on Friday. ""Some vehicles on minor untreated roads are still in situ,"" said Ch Insp Dean Drury from Devon and Cornwall Police. Drivers tonight should expect icy patches as temperatures dip, he added, ""If you don't need to drive, don't,"" he said.

Chloe Thompson Elsie-Mae enjoys her first taste of snow

But among the chaos there was also joy, including for three-year-old Elsie-May who got her first taste of snow. Elsie-Mae's first steps in snow were ""so exciting"" for her, said mum Chloe Thompson from Newton Abbot. Singing 'Do you want to build a snowman?' to her dad, they produced a magical memory for the youngster. ""A memory they'll cherish forever,"" said Chloe.

Follow BBC Devon on X, Facebook and Instagram. Send your story ideas to spotlight@bbc.co.uk.

More on this story Warning for snow in parts of Devon and Cornwall"
142,NaN,New UK weather warnings announced as cold snap continues,"Fresh weather warnings as UK hit by cold snap

Watch: Snowy scenes as cold snap hits UK

Freezing temperatures and snowfall continued across parts of the UK on Wednesday morning after weather warnings covered all four nations. Yellow warnings for ice and snow were prompted by the first snowfall of the season, which caused more than 200 schools to close on Tuesday. New warnings were announced for parts of the UK going into Thursday and the weekend. Icy conditions led to warnings vehicles could be stranded, power cuts may occur and rural areas could be cut off. National Rail advised passengers to check their journey before travelling.

Temperatures widely dropped to between -1C (30.2F) and -4C (24.8F) across the UK on Wednesday morning, getting as low as -7.8C the Grampians, Scotland, and -7C in Shap, Cumbria. Further heavy snow fell in northern Scotland overnight, while north Wales and the midlands also woke up to fresh snow on the ground. Yellow weather warnings were in place for parts of all UK nations early on Wednesday, signalling likely disruption to travel and a danger of slips and falls on icy ground. A new warning for ice will kick in at 16:00 for most of Scotland as well as much of mid and north Wales, Northern Ireland, the West Midlands, the north of England and Northern Ireland. This will last until 10:00 on Thursday. Parts of northern Scotland and its west coast are covered by snow and ice warnings until 12:00 on Thursday.

PA Media North Yorkshire is one of the areas impacted by travel disruption

Meanwhile, a yellow warning for snow will come into force in much of South West England at 05:00 on Thursday, lasting until 15:00. In pictures: Chilly scenes across the South West On Wednesday, nearly 100 schools and nurseries were shut in Scotland as well as almost 50 in Wales and at least 30 in England due to frosty conditions. Commuters were advised to plan ahead and take extra care while driving. In Cornwall, a person was taken to hospital after a four-vehicle crash in icy conditions, police said. Elsewhere in Aberdeenshire, a bus ended up on its side in icy road conditions in the New Leeds area on Tuesday. There were no injuries. The RAC said it had seen a sharp rise in breakdowns, mostly due to people's batteries failing in the cold. It urged drivers to travel prepared for a breakdown. ""A blanket, warm waterproof coat and gloves, sturdy footwear and a charging cable and mobile power bank are all essentials,"" said spokeswoman Alice Simpson. Transport for Wales said 13% of its rail services had been disrupted by severe weather, while crashes were reported on snowy roads. In north Wales, trains were suspended between Llandudno and Blaenau Ffestiniog until about 07:30 on Wednesday, while a road in Wrexham was blocked by a lorry stuck in snow. Northern Ireland avoided the worst of the snow, but Translink warned of disruption to some services in the Magherafelt and Cookstown areas, including school routes, due to road conditions. ScotRail said it was struggling to source rail replacement transport due to the weather, after a fallen tree caused disruption to some services in and out of Aberdeen - but tickets were valid on existing Stagecoach North services. A raft of services were disrupted on the Merseyrail train network, while road disruptions were reported in parts of North Yorkshire. North Yorkshire Police earlier reported the A169 Sleights to Whitby, A171 Fylingdales, A171 north of Whitby and A174 Whitby towards Guisborough were all impassable, but have said the roads were open and ""passable with care"" on Wednesday afternoon.

PA Media Snow covered the rail tracks and platforms at Goathland train station in North Yorkshire on Wednesday

Temperatures in the coming days will be much lower than the mid-November average by day - and are expected to fall below freezing by night. They are predicted to drop to -2C in London on Friday, -4C in Birmingham and -7C further north. The average November temperature for London is 11C during the day and 5C at night. The Met Office has issued a yellow warning of heavy snow followed by rain over the weekend, covering much of Scotland, northern England and parts of the Midlands. On Monday, Scotland had its coldest early winter night since 1998, with temperatures in Braemar in Aberdeenshire reaching a low of -11.2C.

There were no injuries after this bus ended up on its side in Aberdeenshire

@Curly Claire/BBC Weather Watchers This furry friend clearly enjoyed Wednesday morning's snow in Hoveringham, Nottinghamshire

Meanwhile, an amber cold weather alert is in place for much of England - which means that there is an increased health risk to vulnerable people. The alert is set to last until 18:00 on Saturday, with the UK health security agency (UKHSA) warning that the weather could have an impact on the whole health service and urging people to check on those who may be at risk. As the weather turns colder, some people may be eligible for cold weather payments - a government benefit top-up to help with fuel bills during times of exceptionally cold weather.

@Olga/BBC Weather Watchers A snowy sunrise in Bettws Gwerfil Goch, Denbighshire

PA Media The picture postcard scene at Upton-upon-Severn on Tuesday"
143,2024-11-19 00:00:00,Lufthansa Group CEO on Supply Chain Disruptions,"1. How relevant is this ad to you?

Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues"
144,2024-11-18 00:00:00,"Two undersea cables in Baltic Sea disrupted, sparking warnings of possible ‘hybrid warfare’","CNN —

Two undersea internet cables in the Baltic Sea have been suddenly disrupted, according to local telecommunications companies, amid fresh warnings of possible Russian interference with global undersea infrastructure.

A communications cable between Lithuania and Sweden was cut on Sunday morning around 10:00 a.m. local time, a spokesperson from telecommunications company Telia Lithuania confirmed to CNN.

The company’s monitoring systems could tell there was a cut due to the traffic disruption, and that the cause was likely physical damage to the cable itself, Telia Lithuania spokesperson Audrius Stasiulaitis told CNN. “We can confirm that the internet traffic disruption was not caused by equipment failure but by physical damage to the fiber optic cable.”

Another cable linking Finland and Germany was also disrupted, according to Cinia, the state-controlled Finnish company that runs the link. The C-Lion cable – the only direct connection of its kind between Finland and Central Europe – spans nearly 1,200 kilometers (730 miles), alongside other key pieces of infrastructure, including gas pipelines and power cables.

The incidents came as two of the affected countries, Sweden and Finland, updated their guidance to citizens on how to survive war. Millions of households in the Nordic nations will be given booklets with instructions on how to prepare for the effects of military conflicts, communications outages and power cuts.

Both countries joined NATO in the past two years, after Russia launched its full-scale invasion of Ukraine.

The area that was disrupted along the Finnish-German cable is roughly 60 to 65 miles away from the Lithuanian-Swedish cable that was cut, a CNN analysis of the undersea routes shows.

It is unclear what exactly caused the fault in the C-Lion cable – Cinia said in a statement that it is still investigating the issue. A physical inspection has not yet been conducted, Reuters reported citing the company’s chief executive Ari-Jussi Knaapila, who told a press conference on Monday that the sudden outage implied that the cable was cut by an outside force.

The foreign ministers of Finland and Germany said in a joint statement on Monday evening that they were “deeply concerned” about the severed C-Lion cable, and raised the possibility of “hybrid warfare.”

“The fact that such an incident immediately raises suspicions of intentional damage speaks volumes about the volatility of our times. A thorough investigation is underway,” the statement said. “Our European security is not only under threat from Russia‘s war of aggression against Ukraine, but also from hybrid warfare by malicious actors.”

Fears of undersea sabotage

The United States recently warned that it had detected increased Russian military activity around key undersea cables. Two US officials told CNN in September that the US believed Russia was now more likely to carry out potential sabotage operations on these critical pieces of infrastructure.

The warning followed a joint investigation by the public broadcasters of Sweden, Denmark, Norway and Finland, which reported in April 2023 that Russia had a fleet of suspected spy ships operating in Nordic waters as part of a program of potential sabotage of underwater cables and wind farms in the region.

However, two US officials familiar with an initial assessment into the damage to the two cables told CNN Tuesday that as yet there were “no indications of nefarious activity, nor intentional damage to seafloor infrastructure” and suggested the disruption was likely caused by an anchor dragged from a passing vessel.

Ship tracking data analyzed by CNN shows at least one ship crossing the Lithuania-Sweden cable.

The extent of the disruption caused by Cinia’s C-Lion fault revealed Monday is unclear. The most important data flows are usually routed through several different cables, to avoid overreliance on a single link.

A repair vessel is ready to go to the site of the fault, Cinia said in a statement Monday evening. It said it did not know how long repairs would take, but added it typically takes between five and 15 days for submarine cables.

Lithuanian state media was first to report the cut between Lithuania and Sweden, and quoted Telia Lithuania’s chief technology officer Andrius Šemeškevičius saying that the cable handled roughly a third of Lithuania’s internet capacity. Capacity has been restored since the disruption.

The cable is operated by Arelion, a Swedish telecommunications company. Martin Sjögren, a spokesperson for the company, confirmed the damage to the BCS East-West link and said that the company is in contact with Sweden’s military and civil authorities about the incident. The cable had connected Gotland, Sweden and Šventoji, Lithuania, he said.

The issue was detected on Sunday during routine 24/7 monitoring of the company’s network, and the cable is expected to be repaired over the next few weeks, depending on weather conditions, he added.

Cinia did not immediately respond to CNN’s request for further details. CNN has reached out to the Swedish and Lithuanian foreign ministries for comment.

This story has been updated with additional developments."
145,NaN,Snow forecast to hit UK as weather warnings issued,"The UK is seeing its first significant snow of the season as a cold snap sweeps across the country.

With snow already falling across northern Scotland, other parts of the UK will join in later on Monday as a low pressure system moves in from the Atlantic.

Cold health alerts and two Met Office yellow warnings for snow and ice are in place with disruption possible from Monday night.

The higher routes of north Wales, Northern Ireland, northern England and the Midlands are forecast to see some of the worst of the conditions. Meanwhile, frequent snow showers will continue across northern Scotland.

Temperatures will be much lower than the mid-November average by day and there will be some very cold and frosty nights."
146,2024-11-16 00:00:00,Elon Musk wants Trump to disrupt Wall Street with Treasury pick,"CNN —

As Donald Trump privately considers his team to lead America’s economy during his term, Elon Musk has put his thumb on the scale, urging followers on X to help make a public push for a candidate who won’t be “business as usual” on Wall Street.

Musk, a Trump ally who has gained significant influence in the formation of Trump’s incoming administration, posted on X Saturday that he wants Howard Lutnick, a staunch Trump supporter who runs investment bank Cantor Fitzgerald, to serve as the next Treasury secretary.

Scott Bessent, the founder of capital management firm Key Square, has been widely viewed as the frontrunner for the job.

“My view fwiw is that Bessent is a business-as-usual choice, whereas @howardlutnick will actually enact change,” Musk posted Saturday. “Business-as-usual is driving America bankrupt, so we need change one way or another.”

Musk urged his followers to “weigh in on this for @realDonaldTrump to consider feedback.”

Both Bessent and Lutnick are respected on Wall Street and have publicly supported Trump and his economic policies — including massive and unprecedented tariffs that remain largely unpopular among mainstream economists. Both also have embraced cryptocurrencies, which Trump has backed in recent months despite initial skepticism.

But Lutnick, a leader of Trump’s transition team, demonstrates a personality that is somewhat more forceful and boasting than Bessent, whose demeanor is perhaps more typical of a Treasury secretary — a position that often plays a calming role for Wall Street during times of economic or market turmoil.

For example, Bessent wrote an op-ed on Fox News on Friday in support of Trump’s policy, saying, “Tariffs are a means to finally stand up for Americans.” Lutnick, by contrast, spoke at Trump’s controversial pre-election Madison Square Garden rally, exclaiming: “When was America great? … 125 years ago. We had no income tax, and all we had was tariffs.”

That’s why some Wall Street titans are trying to push for Bessent. Kyle Bass, a billionaire hedge fund investor at Hayman Capital Management, said Lutnick doesn’t have the composition to lead the Treasury.

“Scott Bessent is eminently more qualified than Howard Lutnick to run the U.S. Treasury,” Bass posted on X Wednesday. “Scott understands markets, economics, people, and geopolitics better than anyone I’ve ever interacted with. Markets have already anticipated a Bessent choice. Lutnick is not Trump’s answer.”

Agreeing with Bass, Third Point’s Dan Loeb posted: “Right now the only thing that matters is the President’s choice for this important position,” noting the Treasury secretary will help determine how much America’s economy grows by giving investors confidence about inflation and markets.

But style aside, market analysts say Trump has made clear his intention to impose widespread tariffs, and the person occupying the Treasury secretary office probably won’t make much of a difference other than, perhaps, the speed at which they get enacted.

“The fact is that if Trump wants tariffs, he’s going to get tariffs regardless of who’s in charge at Treasury or USTR or anywhere else,” said Scott Lincicome, vice president of general economics and trade at the libertarian-leaning Cato Institute. “There’s plenty of levers he can use, and I wouldn’t really expect a huge difference there.”

If Trump’s plans to impose across-the-board tariffs, deport millions of undocumented workers and potentially influence the Federal Reserve get put in place, the next Treasury secretary may need to contend with another inflation crisis. Those policies would weaken growth, boost inflation and lower employment, according to a recent working paper released by the Peterson Institute for International Economics. Inflation would climb to at least 6% by 2026, and by 2028, consumer prices would be 20% higher, the researchers found.

Both Lutnick and Bessent have been skeptical of mainstream economists’ predictions that Trump’s policies would be inflationary.

Trump’s decision-making process

Treasury secretary contenders have spent the past week in behind-the-scenes maneuvering to secure the marquee economic role.

Late last week, Trump had reached a near-final decision to hand the role to Bessent, a relatively recent MAGA convert, a decision some officials involved in the transition began to message to outside allies. At that point, Lutnick waged an aggressive, eleventh-hour campaign to position himself for the job. Four people familiar with the dynamic tell CNN that Lutnick sought to convince Trump that only he would be in full support of the steep tariffs Trump had pledged — and which Lutnick had been promoting in cable television appearances.

As the competition intensified — with Bessent described as taking a more back-seat approach to Lutnick’s semi-public campaign — frustration grew palpable among Trump and his team.

“He’s following the Cheney model,” one person said of Lutnick — not favorably — referring to Dick Cheney’s job heading up George W. Bush’s vice-presidential selection committee before landing the job himself.

Trump even mused that he ought to rule out both of them and pick a neutral party: Tennessee Sen. Bill Hagerty had interviewed the prior weekend for a variety of administration jobs, and Larry Kudlow, a Trump loyalist, would be seen as a market- and tax-friendly pick.

But Kudlow, 77, informed the Trump team that he will not be returning to government, in part to preserve his health, according to sources familiar with the conversations. In June 2018, while serving as Trump’s director of the National Economic Council, Kudlow suffered a mild heart attack and was hospitalized. In addition to a leadership role at the America First Policy Institute, an outside group that has helped develop Trump’s agenda, he currently hosts a show on Fox Business where members of Trump’s orbit often appear to promote it.

A full week after appearing to decide on nominating Bessent, Trump interviewed him again at Mar-a-Lago.

What the Treasury secretary does

Regardless of party affiliation, Treasury secretaries historically have espoused policies that strengthen the US dollar, promote economic growth, signal stability to the stock and bond markets, and seek to maintain stability of the tax base, revenue from which flows into Treasury’s coffers to fund the operations of the federal government.

A key Cabinet player, the Treasury secretary advises the president on economic and fiscal matters, including spending and taxes.

The role will be especially important in the coming Trump administration considering the president-elect’s campaign promises to impose an across-the-board tariff of either 10% or 20% on every import coming into the United States, as well as a tariff upward of 60% on all Chinese imports.

Also, the incoming secretary will quickly have to deal with making sure the nation doesn’t default on its obligations once the debt ceiling returns in early January, unless Congress addresses the cap before that. Plus, the secretary will work with Trump and congressional Republicans to extend the more than $4 trillion in Tax Cuts and Jobs Act provisions that expire at the end of 2025.

And all that’s in addition to the secretary’s regular duties overseeing the Treasury Department, which pays trillions of dollars in bills, collects taxes, sells US debt securities to investors and serves as a regulator of the banking and finance industries. The secretary also serves as the nation’s finance minister on the global stage.

During his first term, Trump chose Steven Mnuchin, a financier and Hollywood producer who stayed in the administration all four years. Mnuchin, who had no government experience before taking the Treasury post, had also served as finance chairman of Trump’s 2016 presidential campaign. He worked on and helped implement the 2017 tax cuts law and some of the key pandemic relief measures, including the stimulus checks that were distributed to millions of Americans, among other initiatives."
147,2024-11-15 00:00:00,How This Punk Band’s Success Is Disrupting Country Music,"SAN ANTONIO - JULY 02: Musicians Nick Ghanbarian (L) and Anthony Raneri of Bayside perform during ... [+] the Van's Warped Tour stop at the AT&T Center on July 2, 2009 in San Antonio, Texas. (Photo by Gary Miller/FilmMagic) FilmMagic

Since taking his career to global stardom with punk band Bayside, Nashville-based vocalist Anthony Raneri is moving into the country music space. Embracing the scrappy strategy that punk and hardcore bands have leveraged for decades, he is paving a new path to success in a tough business.

Bayside has performed in top arenas, made a Top 20 hit and collaborated with legendary artists including Bon Jovi and Foo Fighters. Now Raneri is going back to the basics to build a new following, including traveling solo in a rented cargo van led by nothing more than a spirit of success through hard work.

""(Bayside) just made fans slowly but surely until big tours appeared and press wanted to talk to us. It's really the only way that I know how to do this,"" Raneri says. ""I'm from New York, and seeing how the country world works in Nashville, it's so alien to me.""

The process of recording his latest record revealed to Raneri that, in the country music space, upfront connections lead to successful gigs and fandom. Most rising country artists typically securing big deals before playing at local venues in Nashville.

Raneri says, ""When I was starting my career, no one would get a record deal who didn't have fans. Now labels, publicists and agents first want to see your social media following and what you're doing without them. And country is the opposite, but I don't know how to just sit and wait until someone calls with a great opportunity. I need to go out and do something.""

NEW YORK - OCTOBER 21: (L-R) Host Juliya Chernetsky talks to singer Anthony Raneri of Bayside ... [+] during Fuse's ""Top 20 Countdown"" at fuse Studios on October 21, 2010 in New York, New York. (Photo by Astrid Stawiarz/Getty Images) Getty Images

Working in different genres of music has given Raneri a unique perspective on the rise to stardom. Most rock bands, he says, first go on tours to open for big name artists, then they rise to headline themselves. There are small press opportunities one day, then cover stories the next. He describes Bayside as a ""working class band"" that is not famous but plays shows and sells merch to earn a living. In the pop music space, he says that attention is reserved for the biggest names while country sits in between.

""I have not been a new artist in over two decades,"" Raneri says. ""Most people know who I am, so I have to convince them that I can do something else. I think that I have always been doing something serious and real, but some people hear emo and they think they already know what I sound like.""

Raneri debuts his fresh sound with today's release of a solo EP, Everyday Royalty (Equal Vision Records). The new record features seven tracks of anthemic alt-rock that soul-searching indie-folk and full-tilt country fans crave. Creative freedom, intention and experience also combine in the debut single, ""Bones,"" a moody, hypnotic track with music video directed and produced by Wombat Fire.

“As a 20-year fan of Bayside, and specifically Anthony’s songwriting, I was excited that he was taking a creative step outside the band to put out solo music,"" says multi-Platinum songwriter Joey Hyde. ""To get to be a small part of that journey was something truly special.”

Now 25 years into his music career, Raneri is leading a U.S. solo tour with backup from artists Brother Bird and Nate Bergman. The 24-date tour includes performances in Atlanta, Philadelphia, Chicago, Detroit, Los Angeles and Las Vegas."
148,NaN,Rail Supply Chain News,"By signing up to receive our newsletter, you agree to our Terms of Use and Privacy Policy . You can unsubscribe at anytime."
149,2024-11-15 00:00:00,Video: New Zealand MPs disrupt parliament with haka,"New Zealand MPs perform haka during hearing in protest of proposed bill





The New Zealand Parliament was suspended after Maori members staged a haka to disrupt the vote on a contentious bill to reinterpret an 184-year-old treaty between the British and Indigenous Maori. The controversial legislation is seen by many Maori and their supporters as undermining the rights of the country’s Indigenous people, who make up around 20% of the population of 5.3 million.





First signed in 1840 between the British Crown and more than 500 Maori chiefs, the Treaty of Waitangi lays down how the two parties agreed to govern. The interpretation of clauses in the document still guides legislation and policy today. Rulings by the courts and a separate Maori tribunal have progressively expanded Maori rights and privileges over the decades. However, some argue this has discriminated against non-Indigenous citizens. The ACT New Zealand party, a junior partner in the ruling center-right coalition government, proposed a bill to enshrine a narrower interpretation of the Waitangi treaty in law."
150,NaN,Maori haka in NZ parliament to protest at bill to reinterpret founding treaty,"Maori haka in NZ parliament to protest at bill to reinterpret founding treaty

Watch: Moment MP leads haka to disrupt New Zealand parliament

New Zealand's parliament was brought to a temporary halt by MPs performing a haka, amid anger over a controversial bill seeking to reinterpret the country's founding treaty with Māori people. Opposition party MP Hana-Rawhiti Maipi-Clarke began the traditional ceremonial group dance after being asked whether her party supported the bill, which faced its first vote on Thursday. Meanwhile, a hīkoi - or peaceful protest march - organised by a Māori rights group, is continuing to make its way towards the capital, Wellington. Thousands have already joined the nine-day march against the bill, which reached Auckland on Wednesday, having begun in the far north of New Zealand on Monday.

The country is often considered a leader in indigenous rights, but opponents of the bill fear those same rights are being put at risk by this bill. Act, the political party that introduced the bill, argues there is a need to legally define the principles of the 1840 Treaty of Waitangi, which has been fundamental to race relations in New Zealand. The core values of the treaty have, over time, been woven into New Zealand's laws in an effort to redress the wrong done to Māori during colonisation.

Danielle Moreau The protest march against the bill made its way through Auckland on Wednesday

But Act - a minor party in the ruling centre-right coalition - say this has resulted in the country being divided by race, and the bill will allow the treaty to be interpreted more fairly through parliament, rather than the courts. The party's leader, David Seymour, has dismissed opponents as wanting to ""stir up"" fear and division. Critics, however, say the legislation will divide the country and lead to the unravelling of much-needed support for many Māori. The first reading passed on Thursday after a 30-minute break, backed by all parties from the ruling coalition. Maipi-Clarke was suspended from the house. It is unlikely to pass a second reading, as Act's coalition partners have indicated they will not support it. But this has not placated those worried about the bill, and its impact, with the hikoi still making progress along its 1,000km (621-mile) route.

Danielle Moreau Danielle Moreau (centre) took part in the march as it passed through Auckland with her sons Bobby and Teddy

In Auckland, it took an estimated 5,000 marchers two hours to cross the harbour bridge. Officials had closed two lanes, the New Zealand Herald reported, to allow them to continue along the route. Danielle Moreau, who is Māori, walked over the Harbour Bridge with her two sons, Bobby and Teddy, and told the BBC she ""was hoping it [the hīkoi] would be big but it was much more epic than I expected"". ""I marched to make the point that Te Tiriti [the Treaty of Waitangi] is very important to our national identity,"" said Winston Pond, who also took part in the march on Wednesday. ""We are a multi-cultural society built on a bicultural base - something that cannot be altered.""

Juliet Tainui-Hernandez Juliet Tainui-Hernandez (left), with her partner Javier Hernández (right) and daughter Paloma (centre)

Juliet Tainui-Hernández, from the Māori tribe Ngāi Tahu, and her Puerto Rican partner Javier Hernández, brought their daughter Paloma to the hīkoi. Ms Tainui-Hernández said those who turned out in support did so ""for the respectful and inclusive nation we want Aotearoa [New Zealand] to be for our tamariki mokopuna - our children and grandchildren"". Kiriana O’Connell, who is also Māori, said that the current treaty principles were already a compromise for her people, and she would not support a ""rewrite"". Under the proposed legislation, the treaty principles that would be defined in law are: that the government has a right to govern and that parliament has the full right to make laws

that the rights of Māori are respected by the Crown

that everyone is equal before the law and is entitled to equal protection under it. Act leader Seymour - who is also New Zealand's associate justice minister - argues that because the principles have never been properly defined legally, the courts ""have been able to develop principles that have been used to justify actions that are contrary to the principle of equal rights"". He says these include ""ethnic quotas in public institutions"" that go against the spirit of fairness for all New Zealanders. Prime Minister Christopher Luxon, however, has called the bill ""divisive"" - despite being part of the same coalition.

EPA Act Party leader David Seymour will become deputy prime minister next year under a role-sharing agreement"
151,NaN,EU migrants crisis: Lorry protest causes Calais disruption,"Traffic has been brought to a near-standstill in and around the northern French town of Calais, where protesters are demanding the closure of a migrant camp known as ""The Jungle"".

The French government has promised to shut The Jungle, but hauliers are demanding a date for that to happen - something the authorities have yet to reveal.

More than 9,000 people live there in squalid conditions. Residents say that is disrupting life in Calais."
152,2024-11-12 00:00:00,How To Manage Your Time When Shifting Priorities Disrupt Your Day,"African American woman text messaging at her desk. getty

Picture this: you open your inbox Monday morning to find it flooded with 100 new emails despite clearing everything up over the weekend. We begin each day with solid intentions to tackle significant tasks, but a flood of urgent communications and shifting priorities often takes over. Sound familiar?

Unexpected and Constant interruptions—from urgent emails to last-minute requests—can quickly derail your plans. How can you manage your time effectively in the face of these relentless distractions?

The key lies not in eliminating these interruptions—yes, work on reducing them, but eliminating them could be nearly impossible—but in creating a structure that can absorb them without overwhelming your schedule. This approach reduces task-switching and helps maintain focus, allowing you to address new requests during dedicated times.

Here are several strategies to help you manage your time and maintain productivity amid constant new tasks and unforeseen changes.

1. Build Buffer Times Between Meetings

When your day is packed back-to-back, even a slight delay can escalate into stress. Incorporate buffer times of at least 10 to 15 minutes between meetings to accommodate unexpected disruptions and new tasks. These short breaks allow you to handle urgent items or last-minute requests without compromising workflow. It also enhances the quality of your next meeting, as you can prepare and focus better after a brief pause.

To create a 15-minute buffer between meetings, you have three simple options:

Automatic Buffer Settings: Many calendar tools have settings allowing you to add breaks between meetings automatically. The calendar will prevent back-to-back bookings by activating this feature, ensuring a 15-minute gap. This helps create space to wrap up notes, grab a break, or mentally transition before the next meeting. Scheduling Shorter Meetings: Instead of scheduling full 60-minute meetings, you can set them to end at 45 minutes. This approach maintains a 15-minute buffer and encourages a more efficient, focused meeting format. Blocking your calendar: When you plan your day the night before and see a packed schedule, you can proactively block (set as ""busy"") any remaining open spaces to prevent last-minute meetings from creeping in. This strategy allows you to reserve time for focused work, task completion, or necessary breaks, ensuring that your day isn’t entirely consumed by meetings.

2. Create ‘Admin Work Blocks’ for Managing New Tasks

To combat the nagging feeling that you have to do admin tasks (but you don't want to), schedule specific blocks of time for administrative work. The goal is to alleviate the mental burden of continuous interruptions and reduce time fragmentation. Setting aside 60 to 90 minutes daily can help you batch-process communications and tackle incoming tasks rather than reacting to them throughout the day.

You can do the same with email management, setting ""check email"" time to prevent checking emails continuously and avoid distractions and switching costs.

3. Use Time Blocks Like DNA to Prevent Overwhelm

Consider your schedule as a strand of DNA; not every part needs to be filled with tasks. Just as certain sections in DNA act as buffers to prevent genetic errors (According to current scientific understanding, approximately 98-99% of DNA does not contain genes, meaning it is considered ""non-coding"" DNA), you should reserve ""blank"" or open blocks of time for handling last-minute requests and changes in priorities.

This strategy helps you avoid feeling overwhelmed, creating room for flexibility to adapt when urgent tasks arise. By leaving gaps in your schedule, you equip yourself to pivot without disrupting your entire day.

4. Categorize Shifting Priorities by Urgency and Importance

Not every incoming request demands immediate attention. As new tasks and interruptions come your way, employ a quick mental filter: Is this task truly urgent and important? If it’s both, address it right away; otherwise, schedule it for your designated admin block.

5. Protect Focus Time for Deep Work

While handling urgent tasks is essential, protecting dedicated time for deep work is equally crucial. Block out at least one to two hours each day for uninterrupted focus, where you can dive into your most important projects or complex tasks that require deep concentration. Silence your email notifications and eliminate other distractions during this time.

Focus time is essential for addressing complex tasks requiring creativity and problem-solving, enabling you to make substantial progress despite frequent interruptions and filling your day with motivation.

6. Review and Adjust Your Daily Schedule

Finally, set aside time at the end of each day to review your schedule for the following day. If you’re not in the habit of planning your day the night before, I highly recommend giving it a try. Developing a routine for daily planning can help you get ahead of tasks and reduce next-day stress. Consider using AI tools or time management apps to make it easier to establish this habit—these tools can help you set clear goals, schedule blocks of focused work, and keep interruptions to a minimum.

By incorporating buffer times, scheduling blocks for admin work, and designing DNA-like gaps in your calendar, you can be more flexible and be able to manage your time when shifting priorities and interruptions kick in. The goal is not to control every moment of your day but to create a structure that supports productivity amid the chaos. By managing your time with intention, you can reduce stress and enhance your overall efficiency, even on the busiest days."
